review_id,business_id,stars_x,stars_y,date,city,text,categories
9QUixlmZlA_v1JSqBeZ2Uw,FV3v0F5yAsAZ6PVXFsVjeA,5,4.0,2016-11-09,Henderson,"I am so glad I found this shop.  I put off taking my '93 Miata in for a very-overdue oil change after moving here in February because I was new in town and didn't know who I could trust.  Thankfully, some people at my workplace recommended this shop, and I'm a very satisfied customer.  I was very worried about a problem with my A\/C during the hot months, and was bracing myself for an A\/C compressor replacement (easily a $1,000 repair), and here it was a little leaky seal - that was it!  The pricing was so low I nearly fell out of my chair when they told me!  Really appreciate this shop, and will continue to take my baby car to them for all my mechanical needs.",Body Shops;Auto Repair;Automotive
l8I-qUOx5ComFrhBE127hg,-1TUzO4XCmOeqi9eAGeDWA,5,4.5,2014-10-23,Champaign,"I was going through town on a road trip, and got a slow leak in one of my tires. I headed over to Tires Plus, as I'm from out of town and didn't know any of the local places. After waiting in the lobby for an hour and a half just waiting for a simple patch job, I got frustrated and looked up local places for an alternative. 

I found the listing for Beaumont and gave them a call. They said they could get me right in. I drive over, and they had me out the door with an inexpensive, quality patch job in about fifteen minutes. 

This is a great place. They did great work, they did it quickly, and they lived up to their promise of getting me back on the road quickly, unlike the first place I tried. I'm not in Champaign often, but would absolutely recommend this place to anyone in my predicament. Skip the chains and bring your vehicle here.",Tires;Auto Repair;Automotive
fhu9QLeHe50BHHEYmUOXjw,5Hm7p_B03gc_hIKvjriqLw,5,4.5,2014-08-07,Glendale,Very friendly atmosphere. First time I've been offered bottled water by every employee. All the other people in the waiting area notice it too... Everyone is smiling in here. It's great. :),Auto Repair;Automotive
1ZgiihHVMx1mFDDBn9HEwQ,JyANaAVhdRkl1ABMvbgNUw,1,1.0,2015-04-04,Las Vegas,"I have gone here 3 times with my 3 different cars and each time, with each car, they say for x amount of money more they'll do this, this, and this which made the bill well over $100. So I feel like they are just conning people into more things than we probably need done. And every time I go, it's a different person in charge. So I would caution people on going and if you do go, stand your ground and only have done what YOU want done and refuse the rest",Auto Repair;Automotive
GzAgB7-8poUnwrhiEHWEiQ,uRpjhhLclGlw_0oxDVicAw,5,4.0,2011-03-28,Madison,"Although I am not planning on purchasing a BMW anytime soon, I like to go here and just see what's new and just check out some very nice cars. The reason I like this place is because I know Mr. Zimbrick personally along with his son. They are a great family and REALLY know how to run a car dealership. Every time I come in just to look around, they don't treat you like some kid who is just in there to dink around... They treat you like a buyer and even if they know you aren't buying they still answer all your questions as though you were going to buy. The dealership is always spotless with a lot of little treats (water, muffins, and coffee) that you can have while ""shopping."" There are times when you will encounter a salesman who dislikes you coming in and just looking but that's how this goes! So anyways, if you are serious about purchasing a BMW or other exotic car (mercedes, porsche, jaguar) the Zimbrick dealerships are the place to go. Even if you don't live in Madison, surrounding areas come here for the type of customer service you would expect that comes along with an $80-90,000 car.",Automotive;Auto Parts & Supplies;Commercial Truck Dealers;Car Dealers;Auto Repair
EQ64xydnGw9HWPZ9JUui4w,c0XS2YjMGIWDzmclohkvAA,4,4.0,2012-12-03,Verona,"What a massive store in a sleepy little town near Madison, WI. Verona has a large farming community so there is no better place for this store than here. It also offers closer access for the people on the west side of Madison, Oregon, and Fitchburg than the Farm & Fleet on the East Side. IT'S GREAT. All the stuff you would expect to find at a farm & fleet for the well known low prices. My favorite part of the store? POWER TOOL SECTION! 

What man doesn't enjoy a good power tool? I have literally spent hours deciding what I would use a Band saw for... Disappointingly, not one need was thought of. For the most part everyone I dealt with here was pretty nice and willing to show you where something was. Everything very clean and put away and It is in a great location. Just on the way into Verona it is situated to your right (depending where you are coming from) and parking is nothing but extensive. I have had some issues with the automotive department over charging me a couple of times but other than that the store itself is nice and the other stuff was sorted out in a timely fashion.",Department Stores;Automotive;Shopping;Home & Garden;Hardware Stores;Auto Repair;Fashion
E-M8zZdaqfrfnta3YtRpHw,WJ-HHlzkSTqlB6zwlP8x7A,5,3.5,2013-04-02,Middleton,"I love Zimbrick Acura. I love every Zimbrick in the city for that matter. I have never had a bad experience here. I have come here for every little item I needed done and have never felt cheated or had the blanket pulled over my eyes. There have been a few things where I was expecting a HUGE bill for things like the stabilizer for my rear suspension that had been slightly bent. I bought a new one and brought it in thinking well Labor will be $100. Zimbrick got me right in, said it would take an hour, had it out in half an hour and didn't charge me a dime. Another time I have come in expecting to replace all my breaks and rotors and Zimbrick saved me about $300 without having to replace everything. 

I have worked with a few guys here and they have ALL been extremely professional and treated me like family. The guy I usually go to even just chats with me about cars and such while i'm having service done. (Mainly getting my oil changed). The facility itself is nothing less than perfection, in my opinion, when it comes to dealerships. It is clean, well layed out, they have a great lounge with a Big Screen TV, leather chairs, FREE WIFI, and the best of all... Free Starbucks Coffee. I have had nothing but great experiences from Zimbrick and not just Zimbrick Acura. However, BECAUSE of Zimbrick Acura I expect to buy another Acura and stay with them for a VERY very long time. Thank you Zimbrick Acura! YOU GUYS ARE THE BEST OF THE BEST.

P.S. When I was having major service done they let me choose what I wanted to drive while I waited for the day.  NOBODY does that. So I had some fun with a brand new TL one day on a secret ""test"" road Zimbrick European showed me when I was buying my car just off Rimrock Road.",Automotive;Auto Repair;Auto Parts & Supplies;Car Dealers
LAPsOjIaeKsHPPC57YwFEQ,S_JZst0IGCads_KhoueMCw,5,4.5,2016-06-13,Las Vegas,"Randy Clements is amazing at what he does !. My 428i got rear ended and the bumper was cracked . Randy made it easy for me by dealing with the insurance company of who was at fault . He ordered my bumper and had my car ready in two days !. He did a Fantastic job. The car looks like new , it was washed when I picked it up. He is very pleasant to work with and cares about his customers . Randy I would give you 10 stars if I could . Metropolitan auto shop is a great place in general , very friendly staff and helpful . I will be coming here for all my car needs . Thank you !. :)",Mobile Dent Repair;Body Shops;Auto Detailing;Auto Repair;Automotive
6pLO85CJGwzpT2rGZ0D9NA,aK8DXte05wwI_9jmOrceXg,5,4.0,2013-11-21,Scottsdale,"I have been to this location (Scottsdale Rd just south of Shea) several times over the last 3 years and been impressed every time with Jay's knowledge and service. They give realistic expectations for the amount of time the service and repairs would take and the cost has never exceeded what I was told. My car was a 1999 pathfinder with high mileage and I would have gotten rid of it sooner if I did not feel so comfortable with Jay and his team.

I should have written this review a long time ago but now I am because earlier this week I brought my new car (it's a 2010 Ford Edge) had a few engine lights on and it has been driving a little funny. Jimmy told me to come right in and he would scan it at no charge. He scanned it and it came up with a diagnosis of specific to the emissions system which he thought may still be covered by the manufacturers warranty. I called Bell Ford (they will be my next review...and it WON'T be good) and I gave the year\/make\/model of the car and they told me it would likely still be covered but I had to bring it in. After my terrible experience with Bell Ford I called Jimmy from Greulich's back and he asked me for the service advisor's phone number so he could straighten things out for me.

Bottomline...excellent service, hardworking and honest guys",Automotive;Tires;Auto Repair
8L9u0QQZ4-R_HXQOq-KtNA,A_IDuR-gZkTDdwIlJ5qRNQ,4,4.5,2012-05-01,Scottsdale,"It's a little scary when you've reached the point with your vehicle that you can't justify taking it to the dealership anymore for service. I love my Honda dealership but couldn't justify driving 30 miles and spending exponentially more money there than a normal shop. 

A family referral brought me to the door of Marshall's and I have had two good experiences so far. Both times I brought my car here were normal maintenance appointments so I can't speak to huge repairs or their costs. I can tell you that both times, my oil changes were done within a couple of hours, the final price was reasonable and customer service is overall pretty good. I've never felt I was being taken advantage of or that my patronage hasn't been valued. Car talk can be a daunting task for a this lady and I'm glad to have found this little safe and reliable gem in Scottsdale.",Smog Check Stations;Oil Change Stations;Auto Repair;Car Rental;Automotive;Auto Parts & Supplies;Hotels & Travel
5Wvh1T36wmTiURwIXJz7tw,SRZxlUuGact-r_AJ2fDEgA,5,4.0,2016-12-04,Charlotte,"Very quick, efficient service. I stopped in for a state inspection and I was in and out in about 10 minutes. The inspection price seemed lower than what I've seen other local shops charge.",Automotive;Oil Change Stations;Auto Repair
en0HFQA0RnFrKcj4Trvnow,RDnVie3CNmlD_6HWlVHudg,4,2.5,2016-09-03,Charlotte,"Needed to get a new battery for the car and decided to hop online and price shop. I found out that Pep Boys offers an order online, pickup in store service. They happened to be offering a 25% off online order coupon at the time. The process was quick and painless and the price was great! I'd highly recommend the online order pickup service.",Automotive;Auto Repair;Tires;Auto Parts & Supplies
620ZBIXRXfO8dI7m13mNbQ,N0wySw_ex3cWx6N9IXWRkQ,5,5.0,2015-07-10,Las Vegas,"I have taken both of my daughters cars to Dennis. I take the cars to him and he tells me what needs to be done. He is a trustworthy mechanic and I don't need to worry about him trying to scam me. So far I have not had an issue with any of his work.

I highly recommend this shop if you need repairs done on your vehicle and you don't want to get scammed. Best place in Vegas!",Oil Change Stations;Automotive;Auto Repair
ScwFUr-keLG1Hm9sSP3KzQ,R05ZRXWkYuEcvRGok5fiDA,3,2.0,2014-06-16,Las Vegas,"I always stop in at Fabulous Freddy's when I need a Full Service car wash. They clean the car inside and out and they always do a fairly decent job. It's the only place in the neighborhood that offers full service, other than Terrible Herbst. FF does a little better job, so I go here. I think they give you a discount on fuel with a wash too. I always seem to have a full tank when I come here, so I have not used the discount yet.",Gas Stations;Car Wash;Automotive;Auto Repair;Oil Change Stations;Windshield Installation & Repair
Jwgn3ewJB7ndmO1SFKEiAw,lV840VDGdQUS78LPVFg6ig,5,4.5,2016-02-14,Las Vegas,I found ABC Auto Body on Yelp. The reviews were spot on. This place does a great job and does not take short cuts. They removed my bumper and repainted the entire bumper instead of just trying to paint the damaged area. They do a great job. I highly recommend this paint shop. You won't be disappointed.,Automotive;Auto Detailing;Auto Repair;Body Shops
L6G91b3rVGPkcBITzAXB3w,_fACaVWH0WHC1yTu9vWJpQ,1,3.0,2013-06-15,Las Vegas,"I had my car repaired there a year ago. I had to bring it back three times. Then Gerber actually paid another shop to repair my car properly. That was after I filed complaints to the BBB and with Geico. By the way. The on site Geico rep at the shop does not care how the repairs are done. He probably gets a kickback from the shop.

They could not align my rear bumper properly. They could not install the spoiler flush on the trunk. They painted the deck lid (trunk) and then sat it on the floor while it was drying. The paint was chipped all around the edges. The manager actually told me that everyone else would take the car the way it was. He thought I was nit picking.

The reason I am writing this review a year latter is because I was looking at my drivers side quarter panel yesterday with the a guy from another body shop, he showed me what a poor paint job they did at Gerber when they blended the paint together. You can't really notice it unless someone points it out to you, but that is not the point. It was not blended properly and it looks terrible. The warranty from them doesn't matter, because I would never let them touch my car again. Do not go here.",Auto Glass Services;Automotive;Body Shops;Auto Repair;Windshield Installation & Repair
lqEYf13Iy1ANmJcbrcOwRg,uOh6X33yWo03vp2kKqEXmA,4,3.0,2013-08-27,Henderson,"Henderson Nissan is located in Henderson on Auto Show Drive right off of the expressway. They have a large inventory of vehicles and they have a great sales staff.

I bought my 2012 Nissan Maxima from here and I paid way too much for the vehicle, but at least I like the dealership and the staff...lol. I am very happy with the vehicle. I have not had any major issues with the vehicle and it drives very well.

This place has an excellent service center. I still drive all the way here from Summerlin for service and oil changes just because of the quality of the service you receive as opposed to Auto Nation Nissan on W Sahara, which is much closer to my house.

I would definitely recommend coming here for service or to purchase a vehicle.",Auto Repair;Auto Parts & Supplies;Car Dealers;Automotive
qoHxwCTJP41Wo4BjbODWrg,7k7pBjR-Z12DTjfBZF5Nyw,5,3.0,2016-08-26,Phoenix,"Great service, with great people.  Nice clean cars and very easy to do business with.  I asked them for a white BMW and with in a week I have it.  Great job luxury motor sports.",Auto Detailing;Auto Repair;Automotive;Car Dealers
coqFkY1AcpCe9lC-ns7_rg,fESWauuPJLXhsQ_j8HNh2A,5,4.0,2017-10-31,Huntersville,"These guys were great! Easy to make an appointment, and they took care of my brakes and oil change in a very timely manner. The cost was extremely fair and they even took me home while they were taking care of my car. Very professional,, I would highly recommend them for any of your automotive needs.. Thank you Jim and Brandon!",Oil Change Stations;Auto Repair;Transmission Repair;Automotive
ZY8gbax4zLBPk-HHwJmSYg,56AoPhxyFk5PApcwn6PmdA,5,3.0,2017-03-14,Chandler,"David and Corey were incredibly friendly and gave my wife and I the price we were looking for. Although car buying is a process, they made the process very simple and easy. Jim from finance was also top notch.  He made the contract signing a breeze. I would recommend automation Honda to all of my friends and family. We'll be back in 3 years.",Car Dealers;Auto Parts & Supplies;Automotive;Auto Repair;Oil Change Stations
RmPF5hAMh7VxMnlWgr1Wmw,OAUOUZB8xAbJlhnLJhlGYg,5,2.5,2016-05-24,Gilbert,"The new dealership is great. Jimmy the Service Manager is class act. The whole staff is. I originally wrote a poor review for a mistake that was made when I first bought the car but since then, the service team has been A+ and the car has been my favorite I've owned. Highly recommend them to all. They just do the right thing for their customers. Josh Kirby is an all star.",Oil Change Stations;Automotive;Car Dealers;Auto Repair;Auto Parts & Supplies
TU-jeATxV2ZqtQQ5OkSNnA,9mAwckYM5HoZcUd6FFC6rg,5,3.0,2016-08-06,Phoenix,"My tire had a screw in it at 8pm and my tire would not make it till the am and Lord forbid Ford to give me a spare tire in my new 30k mustang lol, then I remembered a guy at discount told me to go here after hours next time, so I did and they fixed it in under 30 mins and it was only 10 bucks!! They saved my night and morning!! There open 24 hours! Good people that are not gonna rip u off cause they are the only ones open at night.",Tires;Automotive;Wheel & Rim Repair;Auto Repair
c4ODcte88JaRa5itBso5qQ,HHcuXarbh_kJQ95Yjsjp0Q,5,2.5,2016-04-27,Chandler,"well my new 2016 ford mustang had a issue on my way to pick up my lunch. so i putted my brand new car over there to get this fixed! and they came right out and got me going. my lunch was not even cold when i got back lol. my service advisor was john valerio, and he was great and put up with all my bs cause i was not happy my new whip was broken. the part that was bad had a eta of 2 weeks, but it took about 8 days to get my car back to me. my insurance only covered 5 days of rental car and john made sure i did not have to pay 1 cent in extra days or even the taxes for the rental car. he also checked a few other thing i had questions about. there was a screw thing missing on the molding around the wheel well that left it all crooked and he fixed that! john also took care of my 1st oil change a check up even though i did not buy the car there! and and i asked him if they rotated the tires and he said no and he got his service guys to pull it back in and take care of that too. even had my car waiting up front and shining from a free car wash like it was brand new. john made it a great experience during a really stressful time. if you are under warranty or not i would recommend to get your ford fixed with john valerio for sure and that aint no bull, lol sorry i had to get that in there some where.",Body Shops;Car Dealers;Automotive;Auto Repair
DUs0b0g51Eud3S5BSkl9Fg,WB2cNlTjQzpNPsLQb-297w,5,4.5,2017-04-25,Las Vegas,I cannot express how much gratitude I have for Mario and his team! I previously went to the Service King on Azure and they didn't do anything to my vehicle. I finally picked it up and I landed in the hands of Mario from N. rancho and Truett from a Henderson location. They exceeded my expectations and finally after a month of my vehicle being in an accident it was taken care of and came back completely clean. While I didn't get any updates I felt comfortable with where my car was. Not only when I picked my car up it was clean and done correctly but Mario took the time to go on a test drive with me to make sure I was happy! I couldn't have asked for anything more! If I ever have to be in the same position as I was I would go directly to N rancho or even take the drive to Henderson. There's so many great things I can say about them! Mario even took the time to show me ALL my damaged parts and didn't try to short cut anything. I am very pleased! A HUGE THANK YOU TO MARIO AND HIS TEAM AND TRUETT (I'm probably not spelling his name right but) FROM THE HENDERSON STORE! I thank you guys for the prompt service and the laughs!,Automotive;Body Shops;Auto Repair
ZUiS5pGDhqUZ2WcpeN7rLw,_M-jfz2X_QFr2VwKSvbhxQ,5,3.0,2010-08-31,Las Vegas,The location has changed as of yesterday. Location is now 5750 Decatur.  Nice BIG new building.,Automotive;Auto Repair;Auto Parts & Supplies;Car Dealers
